Geschlecht;Groesse;Alter;Gewicht;Betaetigung;Einordnung
w;145;70;55;keinSport;Normalgewicht
m;150;54;103;Kraftsport;Uebergewicht
m;169;56;70;keinSport;Normalgewicht
m;155;18;48;Ausdauersport;Normalgewicht
w;155;76;67;keinSport;Normalgewicht
m;165;18;81;Kraftsport;Uebergewicht
m;167;38;76;keinSport;Uebergewicht
w;149;21;59;keinSport;Uebergewicht
m;168;63;77;keinSport;Normalgewicht
w;150;26;96;keinSport;Uebergewicht
w;154;63;63;Ausdauersport;Normalgewicht
w;151;36;69;keinSport;Uebergewicht
m;171;21;48;Ausdauersport;Untergewicht
m;168;62;79;Kraftsport;Normalgewicht
m;157;48;53;keinSport;Untergewicht
w;148;64;48;keinSport;Untergewicht
m;167;24;54;Ausdauersport;Untergewicht
w;152;24;86;keinSport;Uebergewicht
m;168;67;87;Ausdauersport;Uebergewicht
w;154;27;62;Kraftsport;Normalgewicht
w;161;28;119;Kraftsport;Uebergewicht
m;158;83;78;keinSport;Uebergewicht
w;151;51;100;Kraftsport;Uebergewicht
w;143;20;102;keinSport;Uebergewicht
m;165;29;75;Kraftsport;Normalgewicht
m;165;56;113;Kraftsport;Uebergewicht
w;153;20;38;keinSport;Untergewicht
m;158;82;56;keinSport;Untergewicht
m;168;61;60;Kraftsport;Untergewicht
w;156;45;50;Ausdauersport;Normalgewicht
m;155;56;74;Ausdauersport;Uebergewicht
m;166;27;52;Ausdauersport;Untergewicht
w;149;39;41;keinSport;Untergewicht
w;147;70;45;keinSport;Untergewicht
w;154;38;76;keinSport;Uebergewicht
m;169;54;84;Kraftsport;Normalgewicht
m;170;30;38;Ausdauersport;Untergewicht
w;157;60;68;keinSport;Normalgewicht
w;147;34;48;keinSport;Normalgewicht
w;158;58;60;keinSport;Normalgewicht
w;160;43;79;Ausdauersport;Uebergewicht
m;162;40;66;Kraftsport;Normalgewicht
w;161;22;55;Ausdauersport;Normalgewicht
w;154;55;72;Ausdauersport;Uebergewicht
m;152;25;49;keinSport;Untergewicht
m;156;25;41;keinSport;Untergewicht
m;158;33;71;keinSport;Uebergewicht
m;153;45;48;keinSport;Untergewicht
m;161;30;73;Ausdauersport;Normalgewicht
m;157;48;70;Ausdauersport;Normalgewicht
m;155;49;49;keinSport;Untergewicht
m;156;77;72;Ausdauersport;Normalgewicht
w;145;59;72;keinSport;Uebergewicht
m;164;52;78;Kraftsport;Uebergewicht
w;144;63;75;keinSport;Uebergewicht
w;152;27;54;keinSport;Normalgewicht
m;160;18;59;Ausdauersport;Normalgewicht
w;163;56;60;keinSport;Untergewicht
w;155;72;52;keinSport;Untergewicht
w;151;73;68;Ausdauersport;Normalgewicht
m;163;57;51;Ausdauersport;Untergewicht
m;162;46;67;Ausdauersport;Normalgewicht
w;150;60;81;keinSport;Uebergewicht
w;147;46;50;keinSport;Normalgewicht
w;151;25;83;Kraftsport;Uebergewicht
m;156;36;92;keinSport;Uebergewicht
w;143;34;41;Ausdauersport;Untergewicht
m;166;71;79;keinSport;Normalgewicht
w;145;38;64;Ausdauersport;Uebergewicht
m;155;37;78;Ausdauersport;Uebergewicht
m;164;24;63;Ausdauersport;Normalgewicht
m;168;26;119;keinSport;Uebergewicht
m;160;59;82;keinSport;Uebergewicht
m;162;30;113;keinSport;Uebergewicht
w;154;56;69;keinSport;Uebergewicht
w;149;42;65;keinSport;Uebergewicht
m;153;41;98;Kraftsport;Uebergewicht
w;152;55;62;Kraftsport;Normalgewicht
m;163;59;119;keinSport;Uebergewicht
w;150;84;49;keinSport;Untergewicht
m;167;59;75;keinSport;Normalgewicht
w;149;57;58;keinSport;Normalgewicht
m;161;48;51;keinSport;Untergewicht
w;152;48;51;Ausdauersport;Normalgewicht
w;156;59;60;keinSport;Normalgewicht
w;149;53;51;keinSport;Normalgewicht
w;156;25;108;keinSport;Uebergewicht
m;163;50;128;Kraftsport;Uebergewicht
w;144;40;60;keinSport;Uebergewicht
m;158;86;65;keinSport;Normalgewicht
w;147;58;54;keinSport;Normalgewicht
m;159;53;67;Ausdauersport;Normalgewicht
m;161;30;43;keinSport;Untergewicht
w;163;49;50;Ausdauersport;Normalgewicht
w;154;57;72;keinSport;Uebergewicht
m;161;32;51;keinSport;Untergewicht
m;163;18;50;Kraftsport;Untergewicht
w;152;41;69;keinSport;Uebergewicht
m;166;24;51;Ausdauersport;Normalgewicht
m;157;53;53;keinSport;Untergewicht
m;168;20;69;keinSport;Normalgewicht
m;158;47;68;Ausdauersport;Normalgewicht
m;175;33;42;keinSport;Untergewicht
m;158;25;63;keinSport;Normalgewicht
m;162;43;88;keinSport;Uebergewicht
m;167;55;119;keinSport;Uebergewicht
m;160;49;55;keinSport;Untergewicht
m;162;28;67;keinSport;Normalgewicht
m;155;43;66;Ausdauersport;Normalgewicht
m;160;55;56;keinSport;Untergewicht
w;150;82;88;keinSport;Uebergewicht
w;153;22;50;Ausdauersport;Normalgewicht
w;157;46;73;keinSport;Uebergewicht
w;161;60;81;keinSport;Uebergewicht
m;167;21;78;keinSport;Uebergewicht
w;160;61;92;keinSport;Uebergewicht
w;147;70;89;keinSport;Uebergewicht
w;158;54;48;keinSport;Untergewicht
w;148;79;72;keinSport;Uebergewicht
m;172;60;63;keinSport;Untergewicht
m;174;59;75;keinSport;Normalgewicht
m;162;79;74;Ausdauersport;Normalgewicht
w;181;22;79;Ausdauersport;Normalgewicht
w;146;75;48;Ausdauersport;Normalgewicht
m;152;42;83;Kraftsport;Uebergewicht
w;149;45;67;keinSport;Uebergewicht
m;168;31;41;Ausdauersport;Untergewicht
m;160;19;57;Ausdauersport;Normalgewicht
m;158;64;57;keinSport;Untergewicht
m;166;53;49;keinSport;Untergewicht
m;163;82;54;Ausdauersport;Untergewicht
m;159;84;80;keinSport;Uebergewicht
w;147;41;67;Ausdauersport;Uebergewicht
w;153;51;61;Ausdauersport;Normalgewicht
m;171;59;135;Ausdauersport;Uebergewicht
w;161;24;44;keinSport;Untergewicht
w;155;32;115;Kraftsport;Uebergewicht
w;152;58;94;keinSport;Uebergewicht
m;151;52;44;keinSport;Untergewicht
m;164;49;77;keinSport;Uebergewicht
w;148;25;45;Ausdauersport;Normalgewicht
m;166;82;63;Ausdauersport;Normalgewicht
w;159;64;49;keinSport;Untergewicht
w;159;74;76;keinSport;Uebergewicht
m;162;46;63;keinSport;Normalgewicht
w;157;62;55;keinSport;Untergewicht
w;151;33;112;Ausdauersport;Uebergewicht
m;167;52;47;keinSport;Untergewicht
m;163;50;51;Ausdauersport;Untergewicht
m;172;23;65;keinSport;Normalgewicht
m;162;53;72;Ausdauersport;Normalgewicht
m;165;41;77;keinSport;Uebergewicht
w;155;73;66;keinSport;Normalgewicht
m;161;47;81;keinSport;Uebergewicht
m;166;52;44;Ausdauersport;Untergewicht
w;154;60;71;keinSport;Uebergewicht
w;150;59;61;keinSport;Normalgewicht
m;166;96;51;keinSport;Untergewicht
w;154;58;43;keinSport;Untergewicht
w;147;58;74;keinSport;Uebergewicht
w;156;21;49;keinSport;Normalgewicht
m;171;72;50;Ausdauersport;Untergewicht
m;163;64;86;Kraftsport;Normalgewicht
w;152;48;87;keinSport;Uebergewicht
w;152;61;56;Kraftsport;Normalgewicht
m;161;47;64;keinSport;Normalgewicht
w;148;59;97;Kraftsport;Uebergewicht
m;151;30;45;Ausdauersport;Normalgewicht
w;156;70;73;keinSport;Uebergewicht
m;159;47;52;Ausdauersport;Normalgewicht
w;151;47;50;keinSport;Normalgewicht
w;156;64;75;Kraftsport;Uebergewicht
w;146;62;50;Kraftsport;Normalgewicht
w;180;45;59;Ausdauersport;Untergewicht
m;165;86;54;Ausdauersport;Untergewicht
w;147;58;69;keinSport;Uebergewicht
w;157;84;85;keinSport;Uebergewicht
w;151;43;64;Kraftsport;Normalgewicht
m;154;32;76;keinSport;Uebergewicht
w;159;24;60;keinSport;Normalgewicht
m;158;36;71;keinSport;Uebergewicht
w;151;51;79;keinSport;Uebergewicht
w;148;76;68;Ausdauersport;Uebergewicht
w;154;58;56;Ausdauersport;Normalgewicht
m;165;58;59;keinSport;Untergewicht
w;155;55;73;Ausdauersport;Uebergewicht
w;162;89;46;keinSport;Untergewicht
m;170;23;66;Ausdauersport;Normalgewicht
w;155;32;118;Kraftsport;Uebergewicht
w;153;28;56;keinSport;Normalgewicht
m;164;21;62;keinSport;Normalgewicht
m;156;21;110;keinSport;Uebergewicht
w;162;46;47;keinSport;Untergewicht
m;158;48;66;keinSport;Normalgewicht
w;147;74;95;keinSport;Uebergewicht
m;148;54;62;keinSport;Uebergewicht
m;155;31;83;Ausdauersport;Uebergewicht
m;167;38;49;keinSport;Untergewicht
m;150;46;68;Ausdauersport;Uebergewicht
w;150;41;76;Ausdauersport;Uebergewicht
w;159;23;59;keinSport;Normalgewicht
m;162;36;78;Ausdauersport;Normalgewicht
m;165;57;59;keinSport;Untergewicht
w;151;19;89;keinSport;Uebergewicht
w;153;61;81;keinSport;Uebergewicht
w;161;21;50;keinSport;Normalgewicht
m;166;70;86;Ausdauersport;Uebergewicht
m;174;43;47;keinSport;Untergewicht
m;168;27;46;keinSport;Untergewicht
w;148;40;46;keinSport;Untergewicht
m;160;60;49;keinSport;Untergewicht
w;155;36;57;Ausdauersport;Normalgewicht
m;171;79;43;Ausdauersport;Untergewicht
w;155;33;49;Ausdauersport;Normalgewicht
m;158;35;78;keinSport;Uebergewicht
w;161;29;58;Ausdauersport;Normalgewicht
w;161;47;69;keinSport;Normalgewicht
w;147;32;54;Ausdauersport;Normalgewicht
m;165;64;69;keinSport;Normalgewicht
w;155;45;67;keinSport;Uebergewicht
w;146;71;56;Ausdauersport;Normalgewicht
m;161;75;80;keinSport;Uebergewicht
m;170;74;57;Ausdauersport;Untergewicht
w;160;65;61;keinSport;Untergewicht
w;154;23;43;keinSport;Untergewicht
w;151;27;53;keinSport;Normalgewicht
w;145;37;44;Ausdauersport;Normalgewicht
w;151;29;112;Ausdauersport;Uebergewicht
m;160;37;76;Ausdauersport;Normalgewicht
w;146;53;98;Kraftsport;Uebergewicht
w;155;23;46;keinSport;Normalgewicht
w;150;72;94;keinSport;Uebergewicht
w;153;37;59;keinSport;Normalgewicht
w;154;20;51;keinSport;Normalgewicht
w;149;58;64;Ausdauersport;Normalgewicht
m;171;57;75;keinSport;Normalgewicht
w;149;27;52;keinSport;Normalgewicht
w;145;52;68;keinSport;Uebergewicht
w;162;67;69;keinSport;Normalgewicht
w;158;50;53;Kraftsport;Untergewicht
w;144;46;112;Ausdauersport;Uebergewicht
m;162;44;56;Kraftsport;Untergewicht
w;147;36;54;keinSport;Normalgewicht
w;149;42;71;keinSport;Uebergewicht
w;145;20;52;keinSport;Uebergewicht
w;154;41;56;Kraftsport;Normalgewicht
w;148;65;55;keinSport;Untergewicht
m;151;63;48;keinSport;Untergewicht
w;149;58;56;Kraftsport;Normalgewicht
w;156;78;66;keinSport;Normalgewicht
m;155;30;50;Ausdauersport;Untergewicht
w;147;49;46;keinSport;Untergewicht
w;154;47;78;keinSport;Uebergewicht
w;155;28;53;Kraftsport;Normalgewicht
w;151;60;112;Ausdauersport;Uebergewicht
w;152;21;56;keinSport;Uebergewicht
w;151;33;68;keinSport;Uebergewicht
w;157;20;43;Kraftsport;Normalgewicht
m;156;49;47;Ausdauersport;Untergewicht
m;160;40;58;keinSport;Normalgewicht
w;157;83;63;Ausdauersport;Normalgewicht
w;149;66;90;keinSport;Uebergewicht
m;164;58;77;Ausdauersport;Normalgewicht
w;150;60;55;keinSport;Normalgewicht
w;150;77;60;keinSport;Normalgewicht
w;150;48;118;keinSport;Uebergewicht
w;156;36;45;Ausdauersport;Normalgewicht
m;174;21;129;keinSport;Uebergewicht
m;168;50;68;keinSport;Normalgewicht
w;158;54;63;Kraftsport;Normalgewicht
w;157;30;61;Ausdauersport;Normalgewicht
m;155;78;59;keinSport;Untergewicht
w;158;98;110;keinSport;Uebergewicht
m;157;47;66;keinSport;Normalgewicht
m;162;21;71;Kraftsport;Normalgewicht
m;170;21;49;keinSport;Untergewicht
w;151;26;46;keinSport;Normalgewicht
m;165;29;50;Ausdauersport;Untergewicht
m;170;46;54;Ausdauersport;Normalgewicht
w;153;72;74;Kraftsport;Uebergewicht
w;150;48;67;Kraftsport;Uebergewicht
w;154;45;55;Ausdauersport;Normalgewicht
w;160;29;69;keinSport;Uebergewicht
w;149;50;121;keinSport;Uebergewicht
w;149;21;32;keinSport;Untergewicht
m;162;49;71;Ausdauersport;Normalgewicht
w;144;48;47;keinSport;Normalgewicht
m;151;72;125;Ausdauersport;Uebergewicht
m;148;32;48;Ausdauersport;Normalgewicht
m;156;22;56;keinSport;Normalgewicht
m;151;57;55;keinSport;Normalgewicht
m;159;75;47;keinSport;Untergewicht
w;159;40;96;keinSport;Uebergewicht
m;175;22;59;keinSport;Untergewicht
w;151;62;81;Kraftsport;Uebergewicht
m;159;52;56;keinSport;Untergewicht
w;147;32;66;Kraftsport;Uebergewicht
w;160;74;50;Kraftsport;Untergewicht
w;153;18;56;keinSport;Normalgewicht
m;159;41;109;keinSport;Uebergewicht
w;152;45;51;Ausdauersport;Normalgewicht
m;156;57;63;Kraftsport;Normalgewicht
m;158;32;41;keinSport;Untergewicht
m;162;52;112;Kraftsport;Uebergewicht
m;165;25;75;Ausdauersport;Normalgewicht
m;159;19;42;Ausdauersport;Untergewicht
m;168;47;70;Ausdauersport;Normalgewicht
w;148;21;50;keinSport;Normalgewicht
m;161;38;101;keinSport;Uebergewicht
m;158;57;48;keinSport;Untergewicht
w;148;65;62;Ausdauersport;Normalgewicht
m;162;50;77;keinSport;Uebergewicht
m;155;42;64;keinSport;Normalgewicht
w;162;48;71;Ausdauersport;Normalgewicht
w;155;72;68;keinSport;Normalgewicht
w;156;55;54;keinSport;Untergewicht
w;148;67;70;Kraftsport;Uebergewicht
m;161;54;119;keinSport;Uebergewicht
m;164;50;57;keinSport;Untergewicht
w;152;30;112;Ausdauersport;Uebergewicht
w;151;52;52;keinSport;Normalgewicht
w;147;68;67;Ausdauersport;Uebergewicht
w;155;45;44;keinSport;Untergewicht
w;152;48;65;Ausdauersport;Uebergewicht
w;172;74;110;Kraftsport;Uebergewicht
m;165;55;63;keinSport;Untergewicht
w;145;26;42;Ausdauersport;Normalgewicht
m;159;31;51;Ausdauersport;Untergewicht
m;157;70;55;keinSport;Untergewicht
m;158;56;59;keinSport;Untergewicht
m;168;59;74;Ausdauersport;Normalgewicht
m;152;53;84;Kraftsport;Uebergewicht
m;161;31;52;Ausdauersport;Untergewicht
m;164;45;127;Ausdauersport;Uebergewicht
m;168;47;79;Kraftsport;Normalgewicht
w;143;18;99;keinSport;Uebergewicht
w;143;28;52;keinSport;Uebergewicht
m;156;53;66;Ausdauersport;Normalgewicht
w;160;45;46;Ausdauersport;Untergewicht
m;165;51;72;Ausdauersport;Normalgewicht
w;147;53;60;Ausdauersport;Normalgewicht
w;152;40;57;keinSport;Normalgewicht
w;147;29;51;Ausdauersport;Normalgewicht
w;152;32;44;Ausdauersport;Normalgewicht
m;161;82;79;keinSport;Uebergewicht
m;168;20;65;keinSport;Normalgewicht
m;166;26;61;keinSport;Normalgewicht
w;164;39;70;keinSport;Uebergewicht
w;148;59;52;keinSport;Normalgewicht
m;169;39;125;keinSport;Uebergewicht
w;145;41;42;Kraftsport;Untergewicht
w;147;47;60;Ausdauersport;Normalgewicht
w;150;26;51;Kraftsport;Normalgewicht
m;169;70;86;Ausdauersport;Uebergewicht
w;145;50;68;keinSport;Uebergewicht
m;159;74;132;Ausdauersport;Uebergewicht
m;162;27;91;keinSport;Uebergewicht
m;168;67;73;keinSport;Normalgewicht
m;166;37;75;Ausdauersport;Normalgewicht
m;164;47;91;Kraftsport;Uebergewicht
w;157;79;45;Ausdauersport;Normalgewicht
w;168;35;78;keinSport;Uebergewicht
w;155;19;48;Ausdauersport;Normalgewicht
w;150;60;112;Ausdauersport;Uebergewicht
w;165;21;57;keinSport;Normalgewicht
m;152;81;65;keinSport;Normalgewicht
m;168;52;68;keinSport;Normalgewicht
m;164;26;79;Ausdauersport;Normalgewicht
m;164;43;75;Kraftsport;Uebergewicht
m;164;28;69;Ausdauersport;Normalgewicht
m;162;42;52;Ausdauersport;Normalgewicht
m;166;70;61;keinSport;Untergewicht
m;159;29;51;keinSport;Untergewicht
w;182;48;53;keinSport;Untergewicht
w;154;48;59;Kraftsport;Normalgewicht
m;167;28;52;Ausdauersport;Untergewicht
w;157;48;60;Ausdauersport;Normalgewicht
w;154;43;120;keinSport;Uebergewicht
w;145;29;60;keinSport;Uebergewicht
m;157;45;64;Ausdauersport;Normalgewicht
w;155;50;57;Ausdauersport;Normalgewicht
w;154;62;58;Ausdauersport;Normalgewicht
w;181;25;131;Kraftsport;Uebergewicht
m;165;59;75;keinSport;Normalgewicht
m;166;56;75;Ausdauersport;Normalgewicht
w;146;29;37;keinSport;Untergewicht
w;153;29;42;Ausdauersport;Normalgewicht
w;149;63;48;Ausdauersport;Normalgewicht
w;157;27;113;Ausdauersport;Uebergewicht
m;154;38;74;Ausdauersport;Uebergewicht
w;148;49;49;keinSport;Normalgewicht
w;149;42;67;keinSport;Uebergewicht
w;157;64;49;Ausdauersport;Untergewicht
m;167;55;88;Ausdauersport;Uebergewicht
m;160;38;66;keinSport;Normalgewicht
m;168;66;75;Ausdauersport;Normalgewicht
w;161;81;49;Ausdauersport;Untergewicht
m;163;57;94;Kraftsport;Uebergewicht
m;163;35;100;keinSport;Uebergewicht
m;162;82;130;keinSport;Uebergewicht
w;153;70;49;Ausdauersport;Normalgewicht
w;147;62;66;keinSport;Uebergewicht
w;148;34;60;Ausdauersport;Normalgewicht
m;166;22;44;keinSport;Untergewicht
w;146;19;42;Ausdauersport;Normalgewicht
w;182;76;69;keinSport;Untergewicht
m;163;44;61;Ausdauersport;Normalgewicht
m;161;50;58;Ausdauersport;Normalgewicht
m;161;48;93;keinSport;Uebergewicht
w;148;38;56;Ausdauersport;Normalgewicht
m;159;26;42;Ausdauersport;Untergewicht
w;148;44;116;Kraftsport;Uebergewicht
m;150;49;67;Kraftsport;Normalgewicht
m;170;51;61;keinSport;Untergewicht
m;172;21;108;keinSport;Uebergewicht
w;150;31;50;Kraftsport;Normalgewicht
w;152;39;68;keinSport;Uebergewicht
m;162;23;52;Ausdauersport;Normalgewicht
m;167;50;57;keinSport;Untergewicht
m;154;28;65;keinSport;Uebergewicht
w;145;47;76;Kraftsport;Uebergewicht
w;146;69;58;keinSport;Normalgewicht
w;149;41;57;Kraftsport;Normalgewicht
m;161;21;58;keinSport;Normalgewicht
w;146;56;81;keinSport;Uebergewicht
m;166;49;67;Kraftsport;Normalgewicht
w;144;31;57;keinSport;Uebergewicht
w;152;27;56;keinSport;Normalgewicht
m;156;66;48;Ausdauersport;Untergewicht
w;144;40;89;Kraftsport;Uebergewicht
m;163;37;54;keinSport;Untergewicht
w;149;51;48;keinSport;Untergewicht
w;150;56;76;keinSport;Uebergewicht
w;145;49;40;Ausdauersport;Normalgewicht
m;173;65;71;Ausdauersport;Normalgewicht
m;172;33;120;keinSport;Uebergewicht
m;157;21;55;keinSport;Normalgewicht
m;171;62;68;keinSport;Untergewicht
m;165;45;68;keinSport;Normalgewicht
m;168;43;47;keinSport;Untergewicht
m;156;45;42;Ausdauersport;Normalgewicht
w;150;58;42;Ausdauersport;Untergewicht
w;148;32;57;Kraftsport;Normalgewicht
m;161;56;70;Kraftsport;Normalgewicht
w;162;21;53;Ausdauersport;Normalgewicht
w;152;28;83;keinSport;Uebergewicht
m;166;52;68;keinSport;Normalgewicht
w;147;47;51;Ausdauersport;Normalgewicht
m;167;31;69;Ausdauersport;Normalgewicht
w;145;49;116;Kraftsport;Uebergewicht
m;165;60;89;Ausdauersport;Uebergewicht
w;147;54;66;Ausdauersport;Uebergewicht
w;155;72;42;keinSport;Untergewicht
w;144;48;43;keinSport;Untergewicht
w;145;19;45;Ausdauersport;Normalgewicht
m;150;74;70;keinSport;Uebergewicht
m;170;24;112;keinSport;Uebergewicht
w;150;33;43;keinSport;Untergewicht
w;151;23;62;keinSport;Uebergewicht
w;145;31;64;Kraftsport;Normalgewicht
w;148;56;113;Ausdauersport;Uebergewicht
m;156;34;54;keinSport;Normalgewicht
m;175;28;57;Ausdauersport;Normalgewicht
w;155;54;49;Ausdauersport;Normalgewicht
w;146;54;61;Ausdauersport;Normalgewicht
m;168;18;100;keinSport;Uebergewicht
w;147;19;94;keinSport;Uebergewicht
w;152;47;96;keinSport;Uebergewicht
w;141;47;52;Ausdauersport;Normalgewicht
w;150;34;71;keinSport;Uebergewicht
m;168;26;44;keinSport;Untergewicht
w;161;26;63;keinSport;Normalgewicht
m;165;28;99;keinSport;Uebergewicht
w;148;58;88;keinSport;Uebergewicht
w;154;20;61;Ausdauersport;Normalgewicht
m;163;42;62;keinSport;Normalgewicht
w;173;79;70;keinSport;Untergewicht
m;153;67;67;Kraftsport;Normalgewicht
w;154;57;64;Ausdauersport;Normalgewicht
w;157;54;86;keinSport;Uebergewicht
w;150;33;43;Ausdauersport;Untergewicht
m;158;45;62;Kraftsport;Normalgewicht
m;170;60;65;keinSport;Untergewicht
m;166;59;56;Kraftsport;Untergewicht
m;164;63;52;keinSport;Untergewicht
m;168;49;62;keinSport;Untergewicht
m;158;64;41;keinSport;Untergewicht
w;147;33;53;keinSport;Normalgewicht
w;151;71;54;keinSport;Untergewicht
w;158;21;70;Ausdauersport;Normalgewicht
m;157;75;84;keinSport;Uebergewicht
m;157;28;46;Ausdauersport;Normalgewicht
w;154;26;96;Kraftsport;Uebergewicht
w;186;27;62;Ausdauersport;Normalgewicht
w;155;18;76;Ausdauersport;Uebergewicht
m;156;52;86;keinSport;Uebergewicht
m;163;22;55;Ausdauersport;Normalgewicht
m;162;23;67;Kraftsport;Normalgewicht
w;154;34;52;Kraftsport;Normalgewicht
m;168;33;112;keinSport;Uebergewicht
m;172;31;65;keinSport;Normalgewicht
m;164;67;80;Ausdauersport;Normalgewicht
w;154;32;61;Ausdauersport;Normalgewicht
w;147;43;65;Kraftsport;Uebergewicht
w;149;19;61;keinSport;Uebergewicht
m;161;26;55;Ausdauersport;Normalgewicht
w;154;30;77;Ausdauersport;Uebergewicht
w;159;50;66;keinSport;Normalgewicht
m;143;42;51;keinSport;Normalgewicht
m;165;60;87;Kraftsport;Normalgewicht
w;150;56;57;Kraftsport;Normalgewicht
m;158;65;51;keinSport;Untergewicht
m;167;74;61;keinSport;Untergewicht
w;150;19;84;keinSport;Uebergewicht
w;149;53;77;keinSport;Uebergewicht
m;165;30;79;keinSport;Uebergewicht
w;150;57;55;Ausdauersport;Normalgewicht
m;159;31;110;keinSport;Uebergewicht
m;148;56;59;keinSport;Normalgewicht
w;156;47;69;Ausdauersport;Normalgewicht
m;165;54;74;keinSport;Normalgewicht
m;151;85;117;Kraftsport;Uebergewicht
m;162;27;52;Ausdauersport;Untergewicht
m;167;66;80;keinSport;Normalgewicht
m;166;55;56;Ausdauersport;Untergewicht
w;149;25;62;Ausdauersport;Normalgewicht
w;146;42;54;Ausdauersport;Normalgewicht
w;149;57;48;keinSport;Untergewicht
w;154;29;72;Ausdauersport;Uebergewicht
w;157;36;94;Kraftsport;Uebergewicht
m;160;62;68;keinSport;Normalgewicht
w;156;61;53;keinSport;Untergewicht
w;150;72;56;keinSport;Untergewicht
w;154;30;48;Ausdauersport;Normalgewicht
w;155;46;94;Kraftsport;Uebergewicht
m;157;66;66;keinSport;Normalgewicht
m;163;31;104;Kraftsport;Uebergewicht
m;155;44;65;keinSport;Normalgewicht
w;160;48;59;Ausdauersport;Normalgewicht
m;164;38;48;keinSport;Untergewicht
m;155;44;67;Ausdauersport;Normalgewicht
w;149;48;67;keinSport;Uebergewicht
w;157;67;72;keinSport;Normalgewicht
m;156;24;46;Ausdauersport;Normalgewicht
m;160;24;116;Kraftsport;Uebergewicht
w;157;48;57;keinSport;Normalgewicht
w;147;48;70;Kraftsport;Normalgewicht
w;162;36;113;Ausdauersport;Uebergewicht
w;146;58;52;Ausdauersport;Normalgewicht
w;158;32;114;Ausdauersport;Uebergewicht
w;153;68;100;keinSport;Uebergewicht
w;150;51;77;Ausdauersport;Uebergewicht
m;164;44;50;Ausdauersport;Normalgewicht
w;161;24;45;keinSport;Untergewicht
w;149;29;53;keinSport;Normalgewicht
w;145;40;33;keinSport;Untergewicht
m;170;33;90;keinSport;Uebergewicht
w;155;59;55;keinSport;Untergewicht
m;162;47;128;keinSport;Uebergewicht
w;149;69;42;keinSport;Untergewicht
m;170;81;66;Kraftsport;Untergewicht
m;167;45;83;Ausdauersport;Normalgewicht
w;147;57;76;keinSport;Uebergewicht
m;152;98;39;keinSport;Untergewicht
w;155;42;66;Ausdauersport;Normalgewicht
w;148;28;58;keinSport;Uebergewicht
m;169;34;102;keinSport;Uebergewicht
w;144;50;54;keinSport;Normalgewicht
w;151;70;62;Ausdauersport;Normalgewicht
m;167;55;57;Ausdauersport;Untergewicht
w;155;67;44;Ausdauersport;Untergewicht
m;169;74;68;keinSport;Untergewicht
m;162;50;100;keinSport;Uebergewicht
w;152;37;58;Kraftsport;Normalgewicht
m;160;64;76;Ausdauersport;Normalgewicht
w;149;58;51;Ausdauersport;Normalgewicht
m;154;82;59;Ausdauersport;Untergewicht
m;171;62;93;Ausdauersport;Uebergewicht
m;160;28;49;Ausdauersport;Untergewicht
w;150;27;41;keinSport;Untergewicht
w;156;36;42;keinSport;Untergewicht
m;157;65;46;keinSport;Untergewicht
w;145;43;51;keinSport;Normalgewicht
m;149;56;76;keinSport;Uebergewicht
w;148;29;37;keinSport;Untergewicht
m;154;44;73;Kraftsport;Normalgewicht
w;149;37;62;Kraftsport;Normalgewicht
w;154;55;78;keinSport;Uebergewicht
w;144;37;89;keinSport;Uebergewicht
m;169;26;62;Kraftsport;Normalgewicht
w;154;32;63;keinSport;Uebergewicht
m;155;77;69;Ausdauersport;Normalgewicht
w;157;74;55;keinSport;Untergewicht
m;157;40;52;keinSport;Untergewicht
w;160;44;61;Ausdauersport;Normalgewicht
w;151;60;40;Ausdauersport;Untergewicht
w;149;51;42;Ausdauersport;Untergewicht
m;165;44;74;Ausdauersport;Normalgewicht
m;159;23;50;keinSport;Untergewicht
m;160;57;71;Ausdauersport;Normalgewicht
w;156;50;63;keinSport;Normalgewicht
w;162;45;49;Ausdauersport;Normalgewicht
w;162;56;114;Ausdauersport;Uebergewicht
w;160;43;66;keinSport;Normalgewicht
w;149;73;53;keinSport;Untergewicht
w;154;56;57;Ausdauersport;Normalgewicht
m;168;55;84;keinSport;Uebergewicht
m;156;18;64;keinSport;Uebergewicht
m;160;70;62;keinSport;Untergewicht
w;159;75;56;keinSport;Untergewicht
m;166;53;75;Ausdauersport;Normalgewicht
m;161;53;120;keinSport;Uebergewicht
m;151;36;36;Kraftsport;Untergewicht
w;151;59;49;keinSport;Untergewicht
m;162;52;63;keinSport;Normalgewicht
w;150;43;75;keinSport;Uebergewicht
m;161;66;65;keinSport;Normalgewicht
w;161;52;53;Ausdauersport;Normalgewicht
m;156;44;60;Ausdauersport;Normalgewicht
w;160;26;54;keinSport;Normalgewicht
w;158;48;58;keinSport;Normalgewicht
m;168;47;95;Ausdauersport;Uebergewicht
m;160;21;73;Ausdauersport;Normalgewicht
w;151;45;51;keinSport;Normalgewicht
m;156;54;58;keinSport;Normalgewicht
m;159;59;58;Ausdauersport;Untergewicht
w;155;47;62;keinSport;Normalgewicht
w;147;39;54;keinSport;Normalgewicht
w;147;50;43;Ausdauersport;Untergewicht
m;162;68;62;keinSport;Untergewicht
m;163;58;61;keinSport;Untergewicht
w;155;36;53;keinSport;Normalgewicht
w;159;28;57;Ausdauersport;Normalgewicht
m;160;61;62;keinSport;Untergewicht
